1720000440.000000,177,0.99984068,11.0,2
1720000442.500000,178,0.99759786,12.0,1
1720000445.000000,179,0.99539253,13.0,2
1720000447.500000,180,0.99325910,14.0,1
1720000450.000000,181,0.99123086,10.0,2
1720000452.500000,182,0.98933946,11.0,1
1720000455.000000,183,0.98761441,12.0,2
1720000457.500000,184,0.98608263,13.0,1
1720000460.000000,185,0.98476803,14.0,2
1720000462.500000,186,0.98369112,10.0,1
1720000465.000000,187,0.98286871,11.0,2
1720000467.500000,188,0.98231362,12.0,1
1720000470.000000,189,0.98203452,13.0,2
1720000472.500000,190,0.98203577,14.0,1
1720000475.000000,191,0.98231735,10.0,2
1720000477.500000,192,0.98287485,11.0,1
1720000480.000000,193,0.98369959,12.0,2
1720000482.500000,194,0.98477869,13.0,1
1720000485.000000,195,0.98609531,14.0,2
1720000487.500000,196,0.98762892,10.0,1
1720000490.000000,197,0.98935556,11.0,2
1720000492.500000,198,0.99124832,12.0,1
1720000495.000000,199,0.99327763,13.0,2
1720000497.500000,200,0.99541185,14.0,1
1720000500.000000,201,0.99761767,10.0,2
1720000502.500000,202,0.99986066,11.0,1
1720000505.000000,203,1.00210582,12.0,2
1720000507.500000,204,1.00431813,13.0,1
1720000510.000000,205,1.00646305,14.0,2
1720000512.500000,206,1.00850712,10.0,1
1720000515.000000,207,1.01041844,11.0,2
1720000517.500000,208,1.01216718,12.0,1
1720000520.000000,209,1.01372605,13.0,2
1720000522.500000,210,1.01507074,14.0,1
1720000525.000000,211,1.01618025,10.0,2
1720000527.500000,212,1.01703727,11.0,1
1720000530.000000,213,1.01762844,12.0,2
1720000532.500000,214,1.01794452,13.0,1
1720000535.000000,215,1.01798057,14.0,2
1720000537.500000,216,1.01773605,10.0,1
1720000540.000000,217,1.01721477,11.0,2
1720000542.500000,218,1.01642485,12.0,1
1720000545.000000,219,1.01537863,13.0,2
1720000547.500000,220,1.01409243,14.0,1
1720000550.000000,221,1.01258632,10.0,2
1720000552.500000,222,1.01088381,11.0,1
1720000555.000000,223,1.00901146,12.0,2
1720000557.500000,224,1.00699848,13.0,1
1720000560.000000,225,1.00487630,14.0,2
1720000562.500000,226,1.00267803,10.0,1
1720000565.000000,227,1.00043797,11.0,2
1720000567.500000,228,0.99819107,12.0,1
1720000570.000000,229,0.99597240,13.0,2
1720000572.500000,230,0.99381658,14.0,1
1720000575.000000,231,0.99175725,10.0,2
1720000577.500000,232,0.98982654,11.0,1
1720000580.000000,233,0.98805459,12.0,2
1720000582.500000,234,0.98646904,13.0,1
1720000585.000000,235,0.98509464,14.0,2
1720000587.500000,236,0.98395283,10.0,1
1720000590.000000,237,0.98306143,11.0,2
1720000592.500000,238,0.98243436,12.0,1
1720000595.000000,239,0.98208139,13.0,2
1720000597.500000,240,0.98200803,14.0,1
1720000600.000000,241,0.98221543,10.0,2
1720000602.500000,242,0.98270035,11.0,1
1720000605.000000,243,0.98345523,12.0,2
1720000607.500000,244,0.98446829,13.0,1
1720000610.000000,245,0.98572371,14.0,2
1720000612.500000,246,0.98720191,10.0,1
1720000615.000000,247,0.98887982,11.0,2
1720000617.500000,248,0.99073125,12.0,1
1720000620.000000,249,0.99272732,13.0,2
1720000622.500000,250,0.99483688,14.0,1
1720000625.000000,251,0.99702701,10.0,2
1720000627.500000,252,0.99926353,11.0,1
1720000630.000000,253,1.00151154,12.0,2
1720000632.500000,254,1.00373597,13.0,1
1720000635.000000,255,1.00590209,14.0,2
1720000637.500000,256,1.00797612,10.0,1
1720000640.000000,257,1.00992568,11.0,2
1720000642.500000,258,1.01172036,12.0,1
1720000645.000000,259,1.01333214,13.0,2
1720000647.500000,260,1.01473588,14.0,1
1720000650.000000,261,1.01590967,10.0,2
1720000652.500000,262,1.01683519,11.0,1
1720000655.000000,263,1.01749801,12.0,2
1720000657.500000,264,1.01788778,13.0,1
1720000660.000000,265,1.01799841,14.0,2
1720000662.500000,266,1.01782819,10.0,1
1720000665.000000,267,1.01737976,11.0,2
1720000667.500000,268,1.01666013,12.0,1
1720000670.000000,269,1.01568052,13.0,2
1720000672.500000,270,1.01445622,14.0,1
1720000675.000000,271,1.01300634,10.0,2
1720000677.500000,272,1.01135350,11.0,1
1720000680.000000,273,1.00952349,12.0,2
1720000682.500000,274,1.00754487,13.0,1
1720000685.000000,275,1.00544851,14.0,2
1720000687.500000,276,1.00326713,10.0,1
1720000690.000000,277,1.00103477,11.0,2
1720000692.500000,278,0.99878627,12.0,1
1720000695.000000,279,0.99655670,13.0,2
1720000697.500000,280,0.99438086,14.0,1
1720000700.000000,281,0.99229271,10.0,2
1720000702.500000,282,0.99032483,11.0,1
1720000705.000000,283,0.98850793,12.0,2
1720000707.500000,284,0.98687035,13.0,1
1720000710.000000,285,0.98543766,14.0,2
1720000712.500000,286,0.98423221,10.0,1
1720000715.000000,287,0.98327281,11.0,2
1720000717.500000,288,0.98257444,12.0,1
1720000720.000000,289,0.98214798,13.0,2
1720000722.500000,290,0.98200010,14.0,1
1720000725.000000,291,0.98213310,10.0,2
1720000727.500000,292,0.98254491,11.0,1
1720000730.000000,293,0.98322910,12.0,2
1720000732.500000,294,0.98417499,13.0,1
1720000735.000000,295,0.98536783,14.0,2
1720000737.500000,296,0.98678899,10.0,1
1720000740.000000,297,0.98841631,11.0,2
1720000742.500000,298,0.99022439,12.0,1
1720000745.000000,299,0.99218502,13.0,2
1720000747.500000,300,0.99426759,14.0,1
1720000750.000000,301,0.99643962,10.0,2
1720000752.500000,302,0.99866721,11.0,1
1720000755.000000,303,1.00091559,12.0,2
1720000757.500000,304,1.00314969,13.0,1
1720000760.000000,305,1.00533463,14.0,2
1720000762.500000,306,1.00743634,10.0,1
1720000765.000000,307,1.00942200,11.0,2
1720000767.500000,308,1.01126063,12.0,1
1720000770.000000,309,1.01292354,13.0,2
1720000772.500000,310,1.01438479,14.0,1
1720000775.000000,311,1.01562157,10.0,2
1720000777.500000,312,1.01661457,11.0,1
1720000780.000000,313,1.01734832,12.0,2
1720000782.500000,314,1.01781135,13.0,1
1720000785.000000,315,1.01799643,14.0,2
1720000787.500000,316,1.01790069,10.0,1
1720000790.000000,317,1.01752562,11.0,2
1720000792.500000,318,1.01687706,12.0,1
1720000795.000000,319,1.01596515,13.0,2
1720000797.500000,320,1.01480410,14.0,1
1720000800.000000,321,1.01341204,10.0,2
1720000802.500000,322,1.01181069,11.0,1
1720000805.000000,323,1.01002503,12.0,2
1720000807.500000,324,1.00808294,13.0,1
1720000810.000000,325,1.00601472,14.0,2
1720000812.500000,326,1.00385264,10.0,1
1720000815.000000,327,1.00163044,11.0,2
1720000817.500000,328,0.99938280,12.0,1
1720000820.000000,329,0.99714479,13.0,2
1720000822.500000,330,0.99495134,14.0,1
1720000825.000000,331,0.99283666,10.0,2
1720000827.500000,332,0.99083377,11.0,1
1720000830.000000,333,0.98897392,12.0,2
1720000832.500000,334,0.98728612,13.0,1
1720000835.000000,335,0.98579672,14.0,2
1720000837.500000,336,0.98452896,10.0,1
1720000840.000000,337,0.98350261,11.0,2
1720000842.500000,338,0.98273371,12.0,1
1720000845.000000,339,0.98223423,13.0,2
1720000847.500000,340,0.98201199,14.0,1
1720000850.000000,341,0.98207044,10.0,2
1720000852.500000,342,0.98240868,11.0,1
1720000855.000000,343,0.98302143,12.0,2
1720000857.500000,344,0.98389912,13.0,1
1720000860.000000,345,0.98502805,14.0,2
1720000862.500000,346,0.98639063,10.0,1
1720000865.000000,347,0.98796557,11.0,2
1720000867.500000,348,0.98972830,12.0,1
1720000870.000000,349,0.99165132,13.0,2
1720000872.500000,350,0.99370462,14.0,1
1720000875.000000,351,0.99585616,10.0,2
1720000877.500000,352,0.99807235,11.0,1
1720000880.000000,353,1.00031863,12.0,2
1720000882.500000,354,1.00255994,13.0,1
1720000885.000000,355,1.00476130,14.0,2
1720000887.500000,356,1.00688836,10.0,1
1720000890.000000,357,1.00890794,11.0,2
1720000892.500000,358,1.01078850,12.0,1
1720000895.000000,359,1.01250072,13.0,2
1720000897.500000,360,1.01401786,14.0,1
1720000900.000000,361,1.01531626,10.0,2
1720000902.500000,362,1.01637566,11.0,1
1720000905.000000,363,1.01717952,12.0,2
1720000907.500000,364,1.01771530,13.0,1
1720000910.000000,365,1.01797464,14.0,2
1720000912.500000,366,1.01795349,10.0,1
1720000915.000000,367,1.01765218,11.0,2
1720000917.500000,368,1.01707541,12.0,1
1720000920.000000,369,1.01623219,13.0,2
1720000922.500000,370,1.01513567,14.0,1
1720000925.000000,371,1.01380297,10.0,2
1720000927.500000,372,1.01225487,11.0,1
1720000930.000000,373,1.01051554,12.0,2
1720000932.500000,374,1.00861212,13.0,1
1720000935.000000,375,1.00657431,14.0,2
1720000937.500000,376,1.00443391,10.0,1
1720000940.000000,377,1.00222432,11.0,2
1720000942.500000,378,0.99998002,12.0,1
1720000945.000000,379,0.99773603,13.0,2
1720000947.500000,380,0.99552737,14.0,1
1720000950.000000,381,0.99338850,10.0,2
1720000952.500000,382,0.99135281,11.0,1
1720000955.000000,383,0.98945205,12.0,2
1720000957.500000,384,0.98771589,13.0,1
1720000960.000000,385,0.98617142,14.0,2
1720000962.500000,386,0.98484273,10.0,1
1720000965.000000,387,0.98375058,11.0,2
1720000967.500000,388,0.98291199,12.0,1
1720000970.000000,389,0.98234005,13.0,2
1720000972.500000,390,0.98204369,14.0,1
1720000975.000000,391,0.98202753,10.0,2
1720000977.500000,392,0.98229183,11.0,1
1720000980.000000,393,0.98283245,12.0,2
1720000982.500000,394,0.98364097,13.0,1
1720000985.000000,395,0.98470477,14.0,2
1720000987.500000,396,0.98600724,10.0,1
1720000990.000000,397,0.98752807,11.0,2
1720000992.500000,398,0.98924352,12.0,1
1720000995.000000,399,0.99112682,13.0,2
1720000997.500000,400,0.99314858,14.0,1
